isolate	before_filtering_total_reads	before_filtering_total_bases	before_filtering_q20_bases	before_filtering_q30_bases	before_filtering_q20_rate	before_filtering_q30_rate	before_filtering_read1_mean_length	before_filtering_read2_mean_length	before_filtering_gc_content	after_filtering_total_reads	after_filtering_total_bases	after_filtering_q20_bases	after_filtering_q30_bases	after_filtering_q20_rate	after_filtering_q30_rate	after_filtering_read1_mean_length	after_filtering_read2_mean_length	after_filtering_gc_content	passed_filter_reads	low_quality_reads	too_many_N_reads	too_short_reads	too_long_reads
SRR5985684.fastp	1061844	265461000	161664517	148445790	0.608995	0.5592	250	250	0.524694	358842	87771770	67128891	62292403	0.764812	0.709709	244	244	0.493284	358842	703002	0	0	0