Sample_name	Total_Length_[bp]	Total_Sequences_[#]	Minimum_Sequence_Length_[bp]	Mean_Sequence_Length_[bp]	Maximum_Sequence_Length_[bp]
test_SRR	304909901	1657201	50	212.4	302
