Sample_name	Total_Length_[bp]	Total_Sequences_[#]	Minimum_Sequence_Length_[bp]	Mean_Sequence_Length_[bp]	Maximum_Sequence_Length_[bp]
test_SRR	548896338	2186838	251	251.0	251
