Sample_name	Reads_(%)	Reads_(#)	Unclassified	Reads_(%)	Reads_(#)	Genus	Reads_(%)	Reads_(#)	Genus	Reads_(%)	Reads_(#)	Genus	Reads_(%)	Reads_(#)	Species	Reads_(%)	Reads_(#)	Species	Reads_(%)	Reads_(#)	Species
test_SRR	84.29	1396927	unclassified	10.25	169839	Corynebacterium	0.07	1177	Mycolicibacterium	0.07	1135	Mycobacterium	0.06	916	Corynebacterium sp. SCR221107	0.04	640	Corynebacterium sp. 21KM1197	0.04	617	Corynebacterium sp. BD556
