Sample_name	Checksum_(SHA-512)	File
test_SRR	d182ede8a30d876d4887392e0b371c02907589c9e066f3d749c11f2c410bd4286e9731482110c703a462cbc0151728a256f579ec03d7311aa845c94286773515	test_SRR.gbk
