Sample_name	Unique_16S_rRNA_extraction_count	Domain_result	Phylum_result	Class_result	Order_result	Family_result	Genus_result
test	1	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium
