Sample_name	Checksum_(SHA-512)	File
test_SRR	309ae2a8c64a88fc8d2f845c7585ea6cd0adc960a5339c836bf10d5e34989f430dca348d5d6cfca15109f68bda3d7c4bd4d1e13a1587ffc9caa17669c06d05cd	./SRR6353919_1.fastq.gz
test_SRR	c47e3e94fc5ee9ab281fe13d998360a530f4d5e326774a1acee28cc7d99d3691033a3567cbd9bbd6365dc1a53f6ed84d262cc122702225cd03bcef457e56a834	./SRR6353919_2.fastq.gz
