Sample_name	Total_Length_[bp]	Total_Sequences_[#]	Minimum_Sequence_Length_[bp]	Mean_Sequence_Length_[bp]	Maximum_Sequence_Length_[bp]
test_SRR	548036914	2183414	251	251.0	251
