Sample_name	Checksum_(SHA-512)	File
test_SRR	ed502ff7db4c8fa75855757d2f6e450f363c6362835b86321932a2695e09cdfcaf1bdb6686348bd742fbf2345b563c411675b1cc3e0b4a650cb2a7c387f9827d	test_SRR-SPAdes.fna
