Filename_raw	Contig_Count_raw	Bases_In_Contigs_raw	Large_Contig_Count_raw	Small_Contig_Count_raw	Bases_In_Large_Contigs_raw	Bases_In_Small_Contigs_raw	Min_Coverage_Large_Contigs_raw	Max_Ratio_of_Coverage_Large_Contigs_raw	Low_Coverage_Contig_Count_raw	Low_Coverage_Contig_Bases_raw	Mean_Coverage_raw	HalfCov_Contig_Count_raw	HalfCov_Contig_Bases_raw	Feature_Count_raw	Ambiguous_nucleotides_raw	N50_raw	N75_raw	N90_raw	Filename	Contig_Count	Bases_In_Contigs	Large_Contig_Count	Small_Contig_Count	Bases_In_Large_Contigs	Bases_In_Small_Contigs	Min_Coverage_Large_Contigs	Max_Ratio_of_Coverage_Large_Contigs	Low_Coverage_Contig_Count	Low_Coverage_Contig_Bases	Mean_Coverage	HalfCov_Contig_Count	HalfCov_Contig_Bases	Feature_Count	Ambiguous_nucleotides	N50	N75	N90	Discarded_Bases	Discarded_Percent	HalfCov_Percent
SRR23157183.contigs.fa.gz	147	2141502	37	110	2005716	135786	22.574333	1.55	3	789	25.417418785450586	3	789	0	0	74857	39057	19827	SRR23157183.fasta	101	2133224	37	64	2005716	127508	22.574333	1.55	0	0	25.326232606935324	0	0	0	0	74857	39057	19827	8278	0.38655112159596394	0.0
