Seq_ID	Mt_Cmt127.A_Junction_Hap_2	Mt_Cmt139.X_Junction_Hap_27	Mt_Cmt154.A_Junction_Hap_3	Mt_Cmt154.B_Junction_Hap_4	Mt_Cmt154.E_Junction_Hap_7	Mt_Cmt169.A_Junction_Hap_8	Mt_Cmt169.B_Junction_Hap_9	Mt_Cmt169.C_Junction_Hap_10	Mt_Cmt169.X_Junction_Hap_36	Mt_Cmt184.A_Junction_Hap_11	Mt_Cmt184.B_Junction_Hap_12	Mt_Cmt184.C_Junction_Hap_13	Mt_Cmt184.D_Junction_Hap_14	Mt_Cmt184.F_Junction_Hap_16	Mt_Cmt184.X_Junction_Hap_34	Mt_Cmt184.X_Junction_Hap_39	Mt_Cmt199.A_Junction_Hap_17	Mt_Cmt199.B_Junction_Hap_18	Mt_Cmt199.C_Junction_Hap_19	Mt_Cmt199.X_Junction_Hap_29	Mt_Cmt199.X_Junction_Hap_30	Mt_Cmt199.X_Junction_Hap_31	Mt_Cmt199.X_Junction_Hap_32	Mt_Cmt199.X_Junction_Hap_67	Mt_Cmt214.X_Junction_Hap_25	Mt_Cmt214.X_Junction_Hap_57	Mt_MSR_PART_A_Hap_1	Mt_MSR_PART_A_Hap_2	Mt_MSR_PART_A_Hap_3	Mt_MSR_PART_B_Hap_1	Mt_MSR_PART_B_Hap_2	Mt_MSR_PART_C_Hap_1	Mt_MSR_PART_D_Hap_1	Mt_MSR_PART_E_Hap_1	Mt_MSR_PART_E_Hap_2	Mt_MSR_PART_F_Hap_1	Mt_MSR_PART_F_Hap_2	Nu_360i2_PART_A_Hap_1	Nu_360i2_PART_A_Hap_3	Nu_360i2_PART_A_Hap_4	Nu_360i2_PART_B_Hap_1	Nu_360i2_PART_B_Hap_3	Nu_360i2_PART_B_Hap_4	Nu_360i2_PART_B_Hap_8	Nu_360i2_PART_C_Hap_1	Nu_360i2_PART_C_Hap_2	Nu_360i2_PART_C_Hap_3	Nu_360i2_PART_C_Hap_4	Nu_360i2_PART_D_Hap_1	Nu_360i2_PART_D_Hap_2	Nu_360i2_PART_D_Hap_3	Nu_360i2_PART_D_Hap_5	Nu_360i2_PART_E_Hap_1	Nu_360i2_PART_E_Hap_2	Nu_360i2_PART_E_Hap_3	Nu_360i2_PART_E_Hap_5	Nu_360i2_PART_E_Hap_6	Nu_360i2_PART_F_Hap_1	Nu_360i2_PART_F_Hap_3	Nu_360i2_PART_F_Hap_6	Nu_378_PART_A_Hap_2	Nu_378_PART_A_Hap_4	Nu_378_PART_A_Hap_5	Nu_378_PART_A_Hap_6	Nu_378_PART_A_Hap_7	Nu_378_PART_A_Hap_8	Nu_378_PART_B_Hap_1	Nu_378_PART_B_Hap_2	Nu_378_PART_C_Hap_1	Nu_378_PART_C_Hap_2	Nu_378_PART_C_Hap_4	Nu_378_PART_D_Hap_10	Nu_378_PART_D_Hap_11	Nu_378_PART_D_Hap_15	Nu_378_PART_D_Hap_2	Nu_378_PART_D_Hap_3	Nu_378_PART_D_Hap_4	Nu_378_PART_D_Hap_5	Nu_378_PART_D_Hap_6	Nu_378_PART_D_Hap_7	Nu_378_PART_D_Hap_8	Nu_CDS1_PART_A_Hap_1	Nu_CDS1_PART_A_Hap_2	Nu_CDS1_PART_A_Hap_4	Nu_CDS1_PART_B_Hap_1	Nu_CDS1_PART_B_Hap_2	Nu_CDS1_PART_B_Hap_4	Nu_CDS2_PART_A_Hap_1	Nu_CDS2_PART_A_Hap_2	Nu_CDS2_PART_A_Hap_7	Nu_CDS2_PART_A_Hap_9	Nu_CDS2_PART_B_Hap_1	Nu_CDS2_PART_B_Hap_3	Nu_CDS3_PART_A_Hap_1	Nu_CDS3_PART_A_Hap_2	Nu_CDS3_PART_A_Hap_5	Nu_CDS3_PART_B_Hap_1	Nu_CDS4_PART_A_Hap_1	Nu_CDS4_PART_A_Hap_2	Nu_CDS4_PART_B_Hap_1	Nu_CDS4_PART_B_Hap_2	Nu_CDS4_PART_B_Hap_3	Nu_CDS4_PART_B_Hap_4
CNE51831_16																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X		X		X		
CMN10471_20																											X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
COH07221_14						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X	X		X			
CMN10421_20				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
CNE10691_20																											X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
CMN10451_20											X																X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
CNE10751_20																											X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X						
CMN10411_20				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
COH10221_23						X																						X		X		X	X	X		X			X		X						X	X		X	X			X			X		X				X	X				X		X					X		X						X			X		X				X			X		X		X		X		
CMN10481_20				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
COH10061_19											X																	X		X		X	X	X		X		X	X		X				X	X	X	X	X	X	X		X	X	X			X	X			X	X				X	X		X					X		X											X				X			X		X						
CMN10511_20											X																X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X						
COH10151_19																					X		X					X		X		X	X	X		X			X		X						X	X		X	X			X	X				X				X					X		X					X													X				X						X	X	X			
CMN10441_20																											X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X								X			X		X		X		
COH10141_23						X																						X		X		X	X	X		X			X		X						X	X		X	X			X			X		X				X	X				X		X					X		X						X			X		X				X			X		X		X		X		
CMN10561_20																													X	X		X	X	X			X																								X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
COH10151_23						X																						X		X		X	X	X		X			X		X						X	X		X	X			X			X		X				X	X				X		X					X		X						X			X		X				X			X		X		X		X		
CMN10491_20											X																X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
COH10161_23			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X		X				X			X		X	X		X			
CMN10551_20																													X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
COH10011_23			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
CMN10591_20																											X		X	X		X	X	X		X	X																								X	X					X		X	X						X	X									X		X				X		X			X		X		X		
COH10271_23						X																						X		X		X	X	X		X			X		X						X	X		X	X			X			X		X				X	X				X		X					X		X						X			X		X				X			X		X		X		X		
CMN10611_20				X																									X	X		X	X	X			X	X			X				X	X			X				X					X									X		X							X												X				X		X			X		X		X		
COH10281_23						X																						X		X		X	X	X		X			X		X						X	X		X	X			X			X		X				X	X				X		X					X		X						X			X		X				X			X		X		X		X		
CMN10601_20				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
COH10321_23						X																						X		X		X	X	X		X			X		X						X	X		X	X			X			X		X				X	X				X		X					X		X						X			X		X				X			X		X		X		X		
CMN10671_20																											X		X	X		X	X	X		X	X	X			X				X	X			X				X					X			X	X					X		X	X						X	X									X		X											X		X		
COH10291_23						X																						X		X		X	X	X		X			X		X						X	X		X	X			X			X		X				X	X				X		X					X		X						X			X		X				X			X		X		X		X		
CMN10691_20											X																X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
COH10181_23						X																						X		X		X	X	X		X			X		X						X	X		X	X			X			X		X				X	X				X		X					X		X						X			X		X				X			X		X		X		X		
CMN10651_20											X																X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X		X	X						X	X											X				X		X			X		X		X		
COH10661_23			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
CMN10542_21				X																									X	X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
COH10621_23			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
CMN10882_20																											X		X	X		X	X	X		X	X	X			X				X				X				X					X				X					X			X							X						X			X								X			X		X		X		
COH10471_23						X																						X		X		X	X	X		X			X		X						X	X		X	X			X			X		X				X	X				X		X					X		X						X			X		X				X			X		X		X		X		
CMN10761_20				X																									X	X		X	X	X				X			X				X	X			X				X														X		X	X																X								X									
COH10341_23						X																						X		X		X	X	X		X			X		X						X	X		X	X			X			X		X				X	X				X		X					X		X						X			X		X				X			X		X		X		X		
CMN10801_20				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
COK10091_23						X																						X		X		X	X	X		X			X		X						X	X		X	X			X			X		X				X	X				X		X					X		X						X			X		X				X			X		X		X		X		
CMN10751_20																													X	X		X	X	X			X	X			X				X	X			X				X					X			X						X		X							X							X			X		X				X							X		X		
COH10361_23			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
CMN10721_20				X																									X	X		X	X	X			X	X			X					X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
COH10501_23						X																					X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X			X						X	X						X			X		X				X		X			X	X		X			
CMN11121_20				X							X																X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
COH10671_23			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
CMN10771_20				X							X																X		X	X		X	X	X		X	X	X			X				X	X			X				X					X									X		X	X							X						X			X		X				X		X			X						
COK10011_23						X																						X		X		X	X	X		X			X		X						X	X		X	X			X			X		X				X	X				X		X					X		X						X			X		X				X			X		X		X		X		
CMO10061_23			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X		X				X			X		X	X		X			
COK10141_23						X																						X		X		X	X	X		X			X		X						X	X		X	X			X			X		X				X	X				X		X					X		X						X			X		X				X			X		X		X		X		
CMN11261_20			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
COK10121_23						X																						X		X		X	X	X		X			X		X						X	X		X	X			X			X		X				X	X				X		X					X		X						X			X		X				X			X		X		X		X		
CNE10051_20						X					X																X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
CTN10031_20																													X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X			X			X		X			X	X		X			
CMN10891_20																											X		X	X		X	X	X		X	X	X			X				X	X			X				X					X																									X			X		X				X		X			X		X		X		
CRI10011_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X			X		X			X	X				X	X		X					X		X									X		X				X			X		X		X		X		
CNE10041_20																													X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
CNE10091_20				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X									X		X				X		X			X		X		X		
CNE10071_20																											X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
CPA10171_23						X																					X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X			X						X	X						X			X		X				X		X			X	X		X			
COK10151_23						X																						X		X		X	X	X		X			X		X						X	X		X	X			X			X		X				X	X				X		X					X		X						X			X		X				X			X		X		X		X		
CRI10021_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X			X		X			X	X				X	X		X					X		X											X				X			X		X		X		X		
COK10191_23						X																						X		X		X	X	X		X			X		X						X	X		X	X			X			X		X				X	X				X		X					X		X						X			X		X				X			X		X		X		X		
CWI10101_20											X																X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
CRI10031_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X			X		X			X	X				X	X		X					X		X											X				X			X		X		X		X		
CWI10091_21																			X								X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X			X						X	X						X			X		X				X		X			X	X		X			
CSC10011_21				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
CWI10101_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
CSC10061_23			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X			X	X				X	X		X					X		X					X			X			X				X			X		X		X		X		
CWI10131_20				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
CPA10101_23			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X			X	X				X	X		X					X		X					X			X			X				X			X		X		X		X		
CWI10151_20											X																X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
CPA10081_23						X																					X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X			X						X	X						X			X		X				X		X			X	X		X			
CWI10111_20				X							X										X						X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
CTN10051_23											X																	X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X		X		X		
CWI10171_20				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
CTN10041_20				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X			X			X		X			X	X		X			
CWI10141_19											X											X						X		X		X	X	X		X			X		X						X	X		X	X			X	X				X			X	X				X	X		X					X		X					X			X			X				X			X		X	X		X			
CTN10041_21				X																									X	X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X							X		X			X	X		X			
CWI10131_19																												X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
CTN10081_20			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X	X		X			
CWI10181_20																											X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
CTN10071_20																													X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X												X			X		X			X	X		X			
CWI10221_20																													X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
CTN10101_20				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X			X			X		X			X	X		X			
CWI10311_20										X																		X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X		X		X		
CTX04741_16			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
CWY10011_23						X																					X			X		X	X	X		X		X			X				X	X			X				X					X			X						X			X			X						X			X			X			X				X		X			X	X		X			
CTN10161_21			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
CWI10421_19							X																						X	X		X	X	X			X	X			X				X	X			X				X					X			X						X			X			X						X			X			X			X				X		X			X	X		X			
CTN10051_20																													X	X		X	X	X			X	X			X					X			X				X					X			X						X		X							X										X												X		X			
CWI10261_21				X																							X			X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X					X								X			X								X			X	X		X			
CTN10121_20				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X			X			X		X			X	X		X			
CWI10161_20				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
CTN10061_20																													X	X		X	X	X			X	X			X					X			X				X					X			X	X					X		X	X						X	X						X			X			X			X		X			X	X		X			
CWI10191_20											X																X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X		X	X						X	X											X				X		X			X		X		X		
CTX05031_16				X																							X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
CWI10371_20			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
CTX55381_15				X																									X	X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X	X		X			
CWY10031_23			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
CTX29661_17				X																									X	X		X	X	X			X	X			X					X			X				X					X				X					X			X							X						X			X		X				X		X			X		X		X		
CWY10021_23						X																					X			X		X	X	X		X		X			X				X	X			X				X					X			X						X			X			X						X			X			X			X				X		X			X	X		X			
CTX55551_15							X																						X	X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X				X			X		X			X		X		X		
CWY10061_23						X																					X			X		X	X	X		X		X			X				X	X			X				X					X			X						X			X			X						X			X			X			X				X		X			X	X		X			
CTX63541_15			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X		X			X		X		X		
CWY10051_23						X																					X			X		X	X	X		X		X			X				X	X			X				X					X			X						X			X			X						X			X			X			X				X		X			X	X		X			
CUK10011_17						X																						X		X		X	X	X		X			X		X							X			X				X								X				X	X		X										X			X			X		X				X			X		X	X		X			
CVA10181_23											X																	X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X		X		X		
CWI10061_20																											X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
CUK10011_16							X					X																	X	X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X						
CTN10111_20				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X			X			X		X			X	X		X			
CWY10041_23						X																					X			X		X	X	X		X		X			X				X	X			X				X					X			X						X			X			X						X			X			X			X				X		X			X	X		X			
CTX55442_15			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X		X				X			X		X		X		X		
C_CA018_18				X																									X	X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X					X			X				X			X			X		X	X		X			
CTX55562_15				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X		X				X		X	X		X	X		X			
C_CA017_18						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
CUK10011_15			X																								X			X		X	X	X			X	X			X				X				X				X					X			X						X			X								X					X			X			X			X		X			X		X		X		
C_CA015_18						X																						X		X		X	X	X		X			X		X				X		X	X	X	X	X		X	X	X				X			X	X				X	X		X					X		X						X			X		X				X			X		X		X		X		
CUK10021_16			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X									X				X			X			X			X		X			X		X		X		
C_CA023_18				X																									X	X		X	X	X			X		X		X						X	X		X	X			X	X				X			X	X				X	X		X					X		X					X			X			X				X			X		X	X		X			
CUK10031_15							X																				X			X		X	X	X			X		X		X						X	X		X	X			X	X				X			X	X				X	X		X					X								X			X		X				X			X		X		X		X		
CWY10091_23						X																					X			X		X	X	X		X		X			X				X	X			X				X					X			X						X			X			X						X			X			X			X				X		X			X	X		X			
CUK10021_18																			X										X	X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X						
CWI10032_20				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X											X				X		X			X		X				
CWI10051_21				X																							X			X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X					X								X			X		X				X		X			X	X		X			
CUK10051_18			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
CUK10061_XX			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
C_ChHenan	X																										X				X	X	X	X			X		X		X						X	X		X	X					X	X		X		X						X			X								X	X				X			X		X				X			X		X		X		X		
CUK10051_16			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X		X				X			X		X		X		X		
CWI10561_21				X																									X	X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
CUK10061_16			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X																								X			X			X			X			X		X		X		X		
C_IA040_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X								X			X		X		X		
CUK10051_17				X																							X			X		X	X	X			X		X		X						X	X		X	X			X			X		X				X					X		X					X								X			X		X				X			X		X		X		X		
