FILE	EXC	INF	PLOT3	PLOT5	LOTSC	NIPH	NIPHEM	ALM	ASM	PAMA	LNF	Invalid CDSs	Classified_CDSs	Total_CDSs
SRR33482938	2597	4	0	0	0	2	3	0	3	0	2098	0	2614	2952
