Sample,Reference Contig,NCBI Accession,Organism,TASS Score,Ref Size,Mapped Reads,ANIr,% Reads Aligned,Average Read Length,Average MAPQ,Alignment Quality (Evalue),Positions Mapped,% Breadth Coverage,Mean Depth,Depth Stdev,Depth Evenness (Gini)
Sample-05-X-2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
