ID	allele_type
MTBC_1443	core
MTBC_1444	core
MTBC_1445	core
MTBC_1446	accessory
MTBC_1447	core
MTBC_1448	core
MTBC_1449	core
MTBC_1450	core
MTBC_1451	core
MTBC_1452	core
MTBC_1453	accessory
MTBC_1454	core
MTBC_1455	core
MTBC_1456	core
MTBC_1457	core
MTBC_1458	core
MTBC_1459	core
MTBC_1460	accessory
MTBC_1461	core
MTBC_1462	core
MTBC_1463	core
MTBC_1464	core
MTBC_1465	core
MTBC_1466	core
MTBC_1467	core
MTBC_1468	core
MTBC_1469	core
MTBC_1470	accessory
MTBC_1471	accessory
MTBC_1472	core
MTBC_1473	core
MTBC_1474	core
MTBC_1475	core
MTBC_1476	core
MTBC_1477	accessory
MTBC_1478	core
MTBC_1479	core
MTBC_1480	core
MTBC_1481	core
MTBC_1482	core
MTBC_1483	core
MTBC_1484	core
MTBC_1485	accessory
MTBC_1486	core
MTBC_1487	accessory
MTBC_1488	core
MTBC_1489	core
MTBC_1490	core
MTBC_1491	core
MTBC_1492	core
MTBC_1493	core
MTBC_1494	core
MTBC_1495	core
MTBC_1496	accessory
MTBC_1497	core
MTBC_1498	core
MTBC_1499	core
MTBC_1500	core
MTBC_1501	core
MTBC_1502	core
MTBC_1503	core
MTBC_1504	core
MTBC_1505	core
MTBC_1506	core
MTBC_1507	core
MTBC_1508	core
MTBC_1509	core
MTBC_1510	core
MTBC_1511	core
MTBC_1512	core
MTBC_1513	core
MTBC_1514	core
MTBC_1515	core
MTBC_1516	core
MTBC_1517	core
MTBC_1518	core
MTBC_1519	core
MTBC_1520	core
MTBC_1521	core
MTBC_1522	core
MTBC_1523	core
MTBC_1524	core
MTBC_1525	core
MTBC_1526	core
MTBC_1527	core
MTBC_1528	core
MTBC_1529	core
MTBC_1530	core
MTBC_1531	core
MTBC_1532	core
MTBC_1533	core
MTBC_1534	core
MTBC_1535	core
MTBC_1536	accessory
MTBC_1537	core
MTBC_1538	core
MTBC_1539	core
MTBC_1540	core
MTBC_1541	core
MTBC_1542	core
MTBC_1543	core
MTBC_1544	core
MTBC_1545	core
MTBC_1546	core
MTBC_1547	core
MTBC_1548	core
MTBC_1549	core
MTBC_1550	accessory
MTBC_1551	core
MTBC_1552	accessory
MTBC_1553	core
MTBC_1554	core
MTBC_1555	accessory
MTBC_1556	core
MTBC_1557	core
MTBC_1558	core
MTBC_1559	core
MTBC_1560	core
MTBC_1561	core
MTBC_1562	core
MTBC_1563	core
MTBC_1564	core
MTBC_1565	core
MTBC_1566	core
MTBC_1567	core
MTBC_1568	core
MTBC_1569	core
MTBC_1570	core
MTBC_1571	core
MTBC_1572	core
MTBC_1573	core
MTBC_1574	core
MTBC_1575	core
MTBC_1576	core
MTBC_1577	core
MTBC_1578	core
MTBC_1579	accessory
MTBC_1580	core
MTBC_1581	core
MTBC_1582	core
MTBC_1583	accessory
MTBC_1584	core
MTBC_1585	core
MTBC_1586	core
MTBC_1587	core
MTBC_1588	core
MTBC_1589	accessory
MTBC_1590	core
MTBC_1591	accessory
MTBC_1592	core
MTBC_1593	accessory
MTBC_1594	core
MTBC_1595	accessory
MTBC_1596	accessory
MTBC_1597	core
MTBC_1598	core
MTBC_1599	core
MTBC_1600	core
MTBC_1601	accessory
MTBC_1602	core
MTBC_1603	core
MTBC_1604	accessory
MTBC_1605	core
MTBC_1606	accessory
MTBC_1607	core
MTBC_1608	core
MTBC_1609	core
MTBC_1610	core
MTBC_1611	core
MTBC_1612	core
MTBC_1613	core
MTBC_1614	core
MTBC_1615	core
MTBC_1616	core
MTBC_1617	core
MTBC_1618	core
MTBC_1619	accessory
MTBC_1620	core
MTBC_1621	core
MTBC_1622	accessory
MTBC_1623	core
MTBC_1624	core
MTBC_1625	core
MTBC_1626	core
MTBC_1627	core
MTBC_1628	core
MTBC_1629	core
MTBC_1630	core
MTBC_1631	core
MTBC_1632	core
MTBC_1633	core
MTBC_1634	core
MTBC_1635	core
MTBC_1636	accessory
MTBC_1637	core
MTBC_1638	core
MTBC_1639	accessory
MTBC_1640	core
MTBC_1641	core
MTBC_1642	accessory
MTBC_1643	core
MTBC_1644	core
MTBC_1645	core
MTBC_1646	core
MTBC_1647	core
MTBC_1648	core
MTBC_1649	core
MTBC_1650	core
MTBC_1651	core
MTBC_1652	core
MTBC_1653	core
MTBC_1654	core
MTBC_1655	core
MTBC_1656	core
MTBC_1657	core
MTBC_1658	core
MTBC_1659	core
MTBC_1660	core
MTBC_1661	core
MTBC_1662	core
MTBC_1663	core
MTBC_1664	core
MTBC_1665	core
MTBC_1666	core
MTBC_1667	core
MTBC_1668	core
MTBC_1669	core
MTBC_1670	core
MTBC_1671	core
MTBC_1672	core
MTBC_1673	core
MTBC_1674	core
MTBC_1675	core
MTBC_1676	core
MTBC_1677	core
MTBC_1678	core
MTBC_1679	core
MTBC_1680	core
MTBC_1681	core
MTBC_1682	core
MTBC_1683	core
MTBC_1684	core
MTBC_1685	core
MTBC_1686	core
MTBC_1687	core
MTBC_1688	core
MTBC_1689	accessory
MTBC_1690	accessory
MTBC_1691	core
MTBC_1692	accessory
MTBC_1693	accessory
MTBC_1694	core
MTBC_1695	core
MTBC_1696	accessory
MTBC_1697	accessory
MTBC_1698	core
MTBC_1699	core
MTBC_1700	core
MTBC_1701	accessory
MTBC_1702	core
MTBC_1703	core
MTBC_1704	core
MTBC_1705	core
MTBC_1706	core
MTBC_1707	core
MTBC_1708	core
MTBC_1709	core
MTBC_1710	accessory
MTBC_1711	core
MTBC_1712	core
MTBC_1713	core
MTBC_1714	core
MTBC_1715	core
MTBC_1716	core
MTBC_1717	core
MTBC_1718	accessory
MTBC_1719	core
MTBC_1720	core
MTBC_1721	accessory
MTBC_1722	core
MTBC_1723	core
MTBC_1724	core
MTBC_1725	core
MTBC_1726	accessory
MTBC_1727	core
MTBC_1728	accessory
MTBC_1729	core
MTBC_1730	core
MTBC_1731	core
MTBC_1732	core
MTBC_1733	accessory
MTBC_1734	core
MTBC_1735	core
MTBC_1736	core
MTBC_1737	accessory
MTBC_1738	core
MTBC_1739	accessory
MTBC_1740	core
MTBC_1741	core
MTBC_1742	core
MTBC_1743	core
MTBC_1744	core
MTBC_1745	core
MTBC_1746	core
MTBC_1747	accessory
MTBC_1748	core
MTBC_1749	core
MTBC_1750	accessory
MTBC_1751	core
MTBC_1752	core
MTBC_1753	accessory
MTBC_1754	accessory
MTBC_1755	core
MTBC_1756	core
MTBC_1757	core
MTBC_1758	core
MTBC_1759	core
MTBC_1760	accessory
MTBC_1761	accessory
MTBC_1762	core
MTBC_1763	core
MTBC_1764	core
MTBC_1765	core
MTBC_1766	core
MTBC_1767	core
MTBC_1768	core
MTBC_1769	core
MTBC_1770	core
MTBC_1771	core
MTBC_1772	core
MTBC_1773	core
MTBC_1774	core
MTBC_1775	core
MTBC_1776	core
MTBC_1777	core
MTBC_1778	core
MTBC_1779	accessory
MTBC_1780	core
MTBC_1781	core
MTBC_1782	core
MTBC_1783	core
MTBC_1784	core
MTBC_1785	core
MTBC_1786	accessory
MTBC_1787	core
MTBC_1788	accessory
MTBC_1789	core
MTBC_1790	core
MTBC_1791	core
MTBC_1792	core
MTBC_1793	core
MTBC_1794	core
MTBC_1795	core
MTBC_1796	accessory
MTBC_1797	core
MTBC_1798	core
MTBC_1799	core
MTBC_1800	core
MTBC_1801	core
MTBC_1802	core
MTBC_1803	core
MTBC_1804	core
MTBC_1805	core
MTBC_1806	core
MTBC_1807	core
MTBC_1808	core
MTBC_1809	core
MTBC_1810	core
MTBC_1811	core
MTBC_1812	core
MTBC_1813	core
MTBC_1814	core
MTBC_1815	core
MTBC_1816	core
MTBC_1817	core
MTBC_1818	core
MTBC_1819	core
MTBC_1820	core
MTBC_1821	accessory
MTBC_1822	core
MTBC_1823	accessory
MTBC_1824	core
MTBC_1825	core
MTBC_1826	core
MTBC_1827	accessory
MTBC_1828	core
MTBC_1829	core
MTBC_1830	core
MTBC_1831	core
MTBC_1832	core
MTBC_1833	core
MTBC_1834	accessory
MTBC_1835	core
MTBC_1836	core
MTBC_1837	accessory
MTBC_1838	core
MTBC_1839	core
MTBC_1840	core
MTBC_1841	accessory
MTBC_1842	core
MTBC_1843	core
MTBC_1844	core
MTBC_1845	accessory
MTBC_1846	core
MTBC_1847	core
MTBC_1848	core
MTBC_1849	core
MTBC_1850	core
MTBC_1851	core
MTBC_1852	accessory
MTBC_1853	core
MTBC_1854	core
MTBC_1855	core
MTBC_1856	accessory
MTBC_1857	core
MTBC_1858	core
MTBC_1859	core
MTBC_1860	core
MTBC_1861	core
MTBC_1862	core
MTBC_1863	core
MTBC_1864	core
MTBC_1865	accessory
MTBC_1866	accessory
MTBC_1867	core
MTBC_1868	core
MTBC_1869	core
MTBC_1870	core
MTBC_1871	core
MTBC_1872	accessory
MTBC_1873	core
MTBC_1874	core
MTBC_1875	core
MTBC_1876	core
MTBC_1877	core
MTBC_1878	core
MTBC_1879	core
MTBC_1880	core
MTBC_1881	accessory
MTBC_1882	core
MTBC_1883	core
MTBC_1884	core
MTBC_1885	core
MTBC_1886	core
MTBC_1887	core
MTBC_1888	accessory
MTBC_1889	core
MTBC_1890	accessory
MTBC_1891	core
MTBC_1892	accessory
MTBC_1893	core
MTBC_1894	core
MTBC_1895	core
MTBC_1896	core
MTBC_1897	core
MTBC_1898	core
MTBC_1899	core
MTBC_1900	core
MTBC_1901	core
MTBC_1902	accessory
MTBC_1903	core
MTBC_1904	core
MTBC_1905	core
MTBC_1906	core
MTBC_1907	core
MTBC_1908	core
MTBC_1909	core
MTBC_1910	accessory
MTBC_1911	accessory
MTBC_1912	core
MTBC_1913	core
MTBC_1914	accessory
MTBC_1915	accessory
MTBC_1916	core
MTBC_1917	core
MTBC_1918	accessory
MTBC_1919	core
MTBC_1920	core
MTBC_1921	core
MTBC_1922	core
MTBC_1923	core
MTBC_1924	core
MTBC_1925	core
MTBC_1926	accessory
MTBC_1927	core
MTBC_1928	core
MTBC_1929	core
MTBC_1930	core
MTBC_1931	core
MTBC_1932	core
MTBC_1933	core
MTBC_1934	core
MTBC_1935	core
MTBC_1936	core
MTBC_1937	core
MTBC_1938	accessory
MTBC_1939	core
MTBC_1940	core
MTBC_1941	core
MTBC_1942	core
MTBC_1943	core
MTBC_1944	accessory
MTBC_1945	accessory
MTBC_1946	core
MTBC_1947	core
MTBC_1948	accessory
MTBC_1949	core
MTBC_1950	core
MTBC_1951	accessory
MTBC_1952	core
MTBC_1953	core
MTBC_1954	core
MTBC_1955	core
MTBC_1956	core
MTBC_1957	core
MTBC_1958	accessory
MTBC_1959	core
MTBC_1960	accessory
MTBC_1961	core
MTBC_1962	core
MTBC_1963	accessory
MTBC_1964	core
MTBC_1965	core
MTBC_1966	core
MTBC_1967	core
MTBC_1968	core
MTBC_1969	core
MTBC_1970	core
MTBC_1971	core
MTBC_1972	core
MTBC_1973	accessory
MTBC_1974	core
MTBC_1975	core
MTBC_1976	core
MTBC_1977	core
MTBC_1978	core
MTBC_1979	core
MTBC_1980	core
MTBC_1981	accessory
MTBC_1982	accessory
MTBC_1983	accessory
MTBC_1984	core
MTBC_1985	accessory
MTBC_1986	core
MTBC_1987	core
MTBC_1988	core
MTBC_1989	core
MTBC_1990	accessory
MTBC_1991	accessory
MTBC_1992	core
MTBC_1993	accessory
MTBC_1994	core
MTBC_1995	core
MTBC_1996	core
MTBC_1997	core
MTBC_1998	core
MTBC_1999	core
MTBC_2000	core
MTBC_2001	core
MTBC_2002	core
MTBC_2003	core
MTBC_2004	core
MTBC_2005	core
MTBC_2006	core
MTBC_2007	core
MTBC_2008	core
MTBC_2009	accessory
MTBC_2010	core
MTBC_2011	core
MTBC_2012	core
MTBC_2013	accessory
MTBC_2014	accessory
MTBC_2015	accessory
MTBC_2016	accessory
MTBC_2017	core
MTBC_2018	accessory
MTBC_2019	core
MTBC_2020	core
MTBC_2021	core
MTBC_2022	accessory
MTBC_2023	accessory
MTBC_2024	core
MTBC_2025	accessory
MTBC_2026	accessory
MTBC_2027	core
MTBC_2028	core
MTBC_2029	core
MTBC_2030	core
MTBC_2031	core
MTBC_2032	core
MTBC_2033	core
MTBC_2034	core
MTBC_2035	core
MTBC_2036	core
MTBC_2037	core
MTBC_2038	core
MTBC_2039	core
MTBC_2040	core
MTBC_2041	accessory
MTBC_2042	accessory
MTBC_2043	accessory
MTBC_2044	accessory
MTBC_2045	core
MTBC_2046	core
MTBC_2047	core
MTBC_2048	accessory
MTBC_2049	core
MTBC_2050	core
MTBC_2051	core
MTBC_2052	accessory
MTBC_2053	accessory
MTBC_2054	accessory
MTBC_2055	core
MTBC_2056	core
MTBC_2057	core
MTBC_2058	core
MTBC_2059	core
MTBC_2060	core
MTBC_2061	core
MTBC_2062	core
MTBC_2063	accessory
MTBC_2064	accessory
MTBC_2065	accessory
MTBC_2066	accessory
MTBC_2067	accessory
MTBC_2068	accessory
MTBC_2069	accessory
MTBC_2070	accessory
MTBC_2071	accessory
MTBC_2072	core
MTBC_2073	accessory
MTBC_2074	accessory
MTBC_2075	accessory
MTBC_2076	accessory
MTBC_2077	accessory
MTBC_2078	accessory
MTBC_2079	accessory
MTBC_2080	accessory
MTBC_2081	accessory
MTBC_2082	core
MTBC_2083	core
MTBC_2084	accessory
MTBC_2085	accessory
MTBC_2086	core
MTBC_2087	core
MTBC_2088	accessory
MTBC_2089	core
MTBC_2090	accessory
MTBC_2091	core
MTBC_2092	core
MTBC_2093	core
MTBC_2094	core
MTBC_2095	core
MTBC_2096	core
MTBC_2097	accessory
MTBC_2098	core
MTBC_2099	core
MTBC_2100	core
MTBC_2101	core
MTBC_2102	core
MTBC_2103	core
MTBC_2104	core
MTBC_2105	accessory
MTBC_2106	core
MTBC_2107	core
MTBC_2108	accessory
MTBC_2109	core
MTBC_2110	core
MTBC_2111	core
MTBC_2112	core
MTBC_2113	core
MTBC_2114	core
MTBC_2115	core
MTBC_2116	core
MTBC_2117	core
MTBC_2118	accessory
MTBC_2119	accessory
MTBC_2120	core
MTBC_2121	accessory
MTBC_2122	core
MTBC_2123	accessory
MTBC_2124	core
MTBC_2125	accessory
MTBC_2126	accessory
MTBC_2127	accessory
MTBC_2128	accessory
MTBC_2129	core
MTBC_2130	accessory
MTBC_2131	core
MTBC_2132	core
MTBC_2133	core
MTBC_2134	accessory
MTBC_2135	core
MTBC_2136	core
MTBC_2137	core
MTBC_2138	core
MTBC_2139	core
MTBC_2140	accessory
MTBC_2141	core
MTBC_2142	core
MTBC_2143	core
MTBC_2144	accessory
MTBC_2145	core
MTBC_2146	core
MTBC_2147	core
MTBC_2148	core
MTBC_2149	accessory
MTBC_2150	accessory
MTBC_2151	core
MTBC_2152	core
MTBC_2153	core
MTBC_2154	core
MTBC_2155	core
MTBC_2156	core
MTBC_2157	core
MTBC_2158	core
MTBC_2159	core
MTBC_2160	accessory
MTBC_2161	core
MTBC_2162	accessory
MTBC_2163	core
MTBC_2164	core
MTBC_2165	core
MTBC_2166	core
MTBC_2167	core
MTBC_2168	core
MTBC_2169	core
MTBC_2170	accessory
MTBC_2171	core
MTBC_2172	core
MTBC_2173	core
MTBC_2174	core
MTBC_2175	accessory
MTBC_2176	accessory
MTBC_2177	accessory
MTBC_2178	accessory
MTBC_2179	accessory
MTBC_2180	accessory
MTBC_2181	accessory
MTBC_2182	accessory
MTBC_2183	accessory
MTBC_2184	accessory
MTBC_2185	accessory
MTBC_2186	accessory
MTBC_2187	accessory
MTBC_2188	accessory
MTBC_2189	accessory
MTBC_2190	accessory
MTBC_2191	accessory
MTBC_2192	accessory
MTBC_2193	accessory
MTBC_2194	core
MTBC_2195	accessory
MTBC_2196	accessory
MTBC_2197	accessory
MTBC_2198	accessory
MTBC_2199	accessory
MTBC_2200	core
MTBC_2201	core
MTBC_2202	core
MTBC_2203	core
MTBC_2204	accessory
MTBC_2205	accessory
MTBC_2206	accessory
MTBC_2207	accessory
MTBC_2208	accessory
MTBC_2209	accessory
MTBC_2210	accessory
MTBC_2211	core
MTBC_2212	core
MTBC_2213	core
MTBC_2214	core
MTBC_2215	core
MTBC_2216	core
MTBC_2217	core
MTBC_2218	core
MTBC_2219	core
MTBC_2220	core
MTBC_2221	accessory
MTBC_2222	core
MTBC_2223	accessory
MTBC_2224	core
MTBC_2225	core
MTBC_2226	core
MTBC_2227	accessory
MTBC_2228	core
MTBC_2229	core
MTBC_2230	core
MTBC_2231	accessory
MTBC_2232	accessory
MTBC_2233	accessory
MTBC_2234	accessory
MTBC_2235	core
MTBC_2236	core
MTBC_2237	core
MTBC_2238	core
MTBC_2239	core
MTBC_2240	core
MTBC_2241	accessory
MTBC_2242	core
MTBC_2243	core
MTBC_2244	core
MTBC_2245	core
MTBC_2246	accessory
MTBC_2247	core
MTBC_2248	accessory
MTBC_2249	accessory
MTBC_2250	accessory
MTBC_2251	core
MTBC_2252	core
MTBC_2253	core
MTBC_2254	accessory
MTBC_2255	core
MTBC_2256	core
MTBC_2257	accessory
MTBC_2258	core
MTBC_2259	accessory
MTBC_2260	core
MTBC_2261	accessory
MTBC_2262	core
MTBC_2263	core
MTBC_2264	core
MTBC_2265	core
MTBC_2266	core
MTBC_2267	core
MTBC_2268	core
MTBC_2269	accessory
MTBC_2270	accessory
MTBC_2271	accessory
MTBC_2272	accessory
MTBC_2273	accessory
MTBC_2274	accessory
MTBC_2275	accessory
MTBC_2276	accessory
MTBC_2277	accessory
MTBC_2278	accessory
MTBC_2279	accessory
MTBC_2280	core
MTBC_2281	accessory
MTBC_2282	accessory
MTBC_2283	core
MTBC_2284	core
MTBC_2285	core
MTBC_2286	core
MTBC_2287	core
MTBC_2288	core
MTBC_2289	core
MTBC_2290	core
MTBC_2291	accessory
MTBC_2292	accessory
MTBC_2293	core
MTBC_2294	accessory
MTBC_2295	accessory
MTBC_2296	accessory
MTBC_2297	core
MTBC_2298	core
MTBC_2299	core
MTBC_2300	core
MTBC_2301	accessory
MTBC_2302	core
MTBC_2303	core
MTBC_2304	core
MTBC_2305	accessory
MTBC_2306	core
MTBC_2307	core
MTBC_2308	core
MTBC_2309	accessory
MTBC_2310	accessory
MTBC_2311	core
MTBC_2312	core
MTBC_2313	core
MTBC_2314	core
MTBC_2315	core
MTBC_2316	accessory
MTBC_2317	core
MTBC_2318	accessory
MTBC_2319	accessory
MTBC_2320	accessory
MTBC_2321	accessory
MTBC_2322	core
MTBC_2323	core
MTBC_2324	core
MTBC_2325	accessory
MTBC_2326	core
MTBC_2327	core
MTBC_2328	core
MTBC_2329	core
MTBC_2330	core
MTBC_2331	core
MTBC_2332	core
MTBC_2333	core
MTBC_2334	core
MTBC_2335	core
MTBC_2336	core
MTBC_2337	core
MTBC_2338	core
MTBC_2339	core
MTBC_2340	accessory
MTBC_2341	core
MTBC_2342	core
MTBC_2343	core
MTBC_2344	core
MTBC_2345	core
MTBC_2346	core
MTBC_2347	accessory
MTBC_2348	core
MTBC_2349	core
MTBC_2350	core
MTBC_2351	core
MTBC_2352	accessory
MTBC_2353	accessory
MTBC_2354	core
MTBC_2355	core
MTBC_2356	core
MTBC_2357	core
MTBC_2358	core
MTBC_2359	accessory
MTBC_2360	core
MTBC_2361	core
MTBC_2362	core
MTBC_2363	core
MTBC_2364	accessory
MTBC_2365	core
MTBC_2366	accessory
MTBC_2367	core
MTBC_2368	core
MTBC_2369	core
MTBC_2370	core
MTBC_2371	core
MTBC_2372	core
MTBC_2373	core
MTBC_2374	core
MTBC_2375	core
MTBC_2376	accessory
MTBC_2377	core
MTBC_2378	core
MTBC_2379	accessory
MTBC_2380	accessory
MTBC_2381	core
MTBC_2382	accessory
MTBC_2383	core
MTBC_2384	core
MTBC_2385	core
MTBC_2386	core
MTBC_2387	core
MTBC_2388	core
MTBC_2389	core
MTBC_2390	core
MTBC_2391	core
MTBC_2392	accessory
MTBC_2393	accessory
MTBC_2394	core
MTBC_2395	core
MTBC_2396	core
MTBC_2397	core
MTBC_2398	core
MTBC_2399	core
MTBC_2400	core
MTBC_2401	core
MTBC_2402	core
MTBC_2403	core
MTBC_2404	core
MTBC_2405	core
MTBC_2406	core
MTBC_2407	core
MTBC_2408	core
MTBC_2409	accessory
MTBC_2410	core
MTBC_2411	core
MTBC_2412	accessory
MTBC_2413	accessory
MTBC_2414	core
MTBC_2415	accessory
MTBC_2416	core
MTBC_2417	accessory
MTBC_2418	accessory
MTBC_2419	accessory
MTBC_2420	core
MTBC_2421	core
MTBC_2422	core
MTBC_2423	core
MTBC_2424	core
MTBC_2425	core
MTBC_2426	core
MTBC_2427	accessory
MTBC_2428	accessory
MTBC_2429	core
MTBC_2430	core
MTBC_2431	accessory
MTBC_2432	core
MTBC_2433	accessory
MTBC_2434	accessory
MTBC_2435	core
MTBC_2436	core
MTBC_2437	core
MTBC_2438	accessory
MTBC_2439	core
MTBC_2440	core
MTBC_2441	accessory
MTBC_2442	core
MTBC_2443	core
MTBC_2444	core
MTBC_2445	core
MTBC_2446	core
MTBC_2447	core
MTBC_2448	core
MTBC_2449	core
MTBC_2450	accessory
MTBC_2451	core
MTBC_2452	core
MTBC_2453	core
MTBC_2454	core
MTBC_2455	accessory
MTBC_2456	accessory
MTBC_2457	core
MTBC_2458	core
MTBC_2459	core
MTBC_2460	accessory
MTBC_2461	accessory
MTBC_2462	accessory
MTBC_2463	accessory
MTBC_2464	accessory
MTBC_2465	core
MTBC_2466	accessory
MTBC_2467	core
MTBC_2468	core
MTBC_2469	core
MTBC_2470	accessory
MTBC_2471	core
MTBC_2472	core
MTBC_2473	core
MTBC_2474	accessory
MTBC_2475	core
MTBC_2476	accessory
MTBC_2477	core
MTBC_2478	accessory
MTBC_2479	core
MTBC_2480	accessory
MTBC_2481	core
MTBC_2482	core
MTBC_2483	accessory
MTBC_2484	accessory
MTBC_2485	core
MTBC_2486	core
MTBC_2487	core
MTBC_2488	accessory
MTBC_2489	accessory
MTBC_2490	core
MTBC_2491	core
MTBC_2492	accessory
MTBC_2493	accessory
MTBC_2494	core
MTBC_2495	accessory
MTBC_2496	accessory
MTBC_2497	core
MTBC_2498	core
MTBC_2499	accessory
MTBC_2500	accessory
MTBC_2501	core
MTBC_2502	core
MTBC_2503	core
MTBC_2504	accessory
MTBC_2505	accessory
MTBC_2506	core
MTBC_2507	core
MTBC_2508	core
MTBC_2509	core
MTBC_2510	core
MTBC_2511	core
MTBC_2512	core
MTBC_2513	core
MTBC_2514	accessory
MTBC_2515	accessory
MTBC_2516	accessory
MTBC_2517	accessory
MTBC_2518	accessory
MTBC_2519	core
MTBC_2520	accessory
MTBC_2521	core
MTBC_2522	core
MTBC_2523	accessory
MTBC_2524	core
MTBC_2525	core
MTBC_2526	core
MTBC_2527	core
MTBC_2528	accessory
MTBC_2529	accessory
MTBC_2530	accessory
MTBC_2531	core
MTBC_2532	core
MTBC_2533	core
MTBC_2534	core
MTBC_2535	core
MTBC_2536	core
MTBC_2537	accessory
MTBC_2538	core
MTBC_2539	core
MTBC_2540	accessory
MTBC_2541	accessory
MTBC_2542	core
MTBC_2543	accessory
MTBC_2544	core
MTBC_2545	core
MTBC_2546	core
MTBC_2547	core
MTBC_2548	core
MTBC_2549	core
MTBC_2550	core
MTBC_2551	core
MTBC_2552	core
MTBC_2553	accessory
MTBC_2554	accessory
MTBC_2555	accessory
MTBC_2556	accessory
MTBC_2557	accessory
MTBC_2558	core
MTBC_2559	accessory
MTBC_2560	accessory
MTBC_2561	accessory
MTBC_2562	accessory
MTBC_2563	accessory
MTBC_2564	accessory
MTBC_2565	core
MTBC_2566	core
MTBC_2567	accessory
MTBC_2568	core
MTBC_2569	accessory
MTBC_2570	core
MTBC_2571	accessory
MTBC_2572	core
MTBC_2573	accessory
MTBC_2574	accessory
MTBC_2575	accessory
MTBC_2576	accessory
MTBC_2577	accessory
MTBC_2578	accessory
MTBC_2579	accessory
MTBC_2580	accessory
MTBC_2581	accessory
MTBC_2582	core
MTBC_2583	accessory
MTBC_2584	core
MTBC_2585	accessory
MTBC_2586	accessory
MTBC_2587	accessory
MTBC_2588	accessory
MTBC_2589	core
MTBC_2590	accessory
MTBC_2591	accessory
MTBC_2592	core
MTBC_2593	core
MTBC_2594	accessory
MTBC_2595	accessory
MTBC_2596	core
MTBC_2597	core
MTBC_2598	accessory
MTBC_2599	accessory
MTBC_2600	core
MTBC_2601	core
MTBC_2602	core
MTBC_2603	core
MTBC_2604	core
MTBC_2605	core
MTBC_2606	core
MTBC_2607	core
MTBC_2608	accessory
MTBC_2609	core
MTBC_2610	core
MTBC_2611	core
MTBC_2612	core
MTBC_2613	core
MTBC_2614	core
MTBC_2615	core
MTBC_2616	core
MTBC_2617	core
MTBC_2618	core
MTBC_2619	core
MTBC_2620	core
MTBC_2621	core
MTBC_2622	accessory
MTBC_2623	core
MTBC_2624	core
MTBC_2625	core
MTBC_2626	core
MTBC_2627	core
MTBC_2628	accessory
MTBC_2629	core
MTBC_2630	core
MTBC_2631	core
MTBC_2632	core
MTBC_2633	core
MTBC_2634	core
MTBC_2635	core
MTBC_2636	core
MTBC_2637	accessory
MTBC_2638	core
MTBC_2639	accessory
MTBC_2640	core
MTBC_2641	accessory
MTBC_2642	core
MTBC_2643	accessory
MTBC_2644	accessory
MTBC_2645	accessory
MTBC_2646	core
MTBC_2647	core
MTBC_2648	core
MTBC_2649	accessory
MTBC_2650	accessory
MTBC_2651	core
MTBC_2652	core
MTBC_2653	core
MTBC_2654	accessory
MTBC_2655	core
MTBC_2656	core
MTBC_2657	core
MTBC_2658	core
MTBC_2659	core
MTBC_2660	core
MTBC_2661	core
MTBC_2662	core
MTBC_2663	core
MTBC_2664	accessory
MTBC_2665	accessory
MTBC_2666	core
MTBC_2667	accessory
MTBC_2668	core
MTBC_2669	core
MTBC_2670	accessory
MTBC_2671	accessory
MTBC_2672	core
MTBC_2673	core
MTBC_2674	core
MTBC_2675	accessory
MTBC_2676	accessory
MTBC_2677	accessory
MTBC_2678	core
MTBC_2679	core
MTBC_2680	core
MTBC_2681	core
MTBC_2682	core
MTBC_2683	core
MTBC_2684	core
MTBC_2685	core
MTBC_2686	accessory
MTBC_2687	accessory
MTBC_2688	core
MTBC_2689	core
MTBC_2690	core
MTBC_2691	core
MTBC_2692	core
MTBC_2693	core
MTBC_2694	core
MTBC_2695	core
MTBC_2696	core
MTBC_2697	core
MTBC_2698	core
MTBC_2699	core
MTBC_2700	accessory
MTBC_2701	core
MTBC_2702	core
MTBC_2703	core
MTBC_2704	accessory
MTBC_2705	core
MTBC_2706	core
MTBC_2707	core
MTBC_2708	accessory
MTBC_2709	core
MTBC_2710	core
MTBC_2711	core
MTBC_2712	core
MTBC_2713	core
MTBC_2714	core
MTBC_2715	core
MTBC_2716	core
MTBC_2717	core
MTBC_2718	core
MTBC_2719	core
MTBC_2720	core
MTBC_2721	core
MTBC_2722	core
MTBC_2723	core
MTBC_2724	core
MTBC_2725	core
MTBC_2726	core
MTBC_2727	core
MTBC_2728	core
MTBC_2729	accessory
MTBC_2730	core
MTBC_2731	core
MTBC_2732	core
MTBC_2733	core
MTBC_2734	core
MTBC_2735	core
MTBC_2736	core
MTBC_2737	core
MTBC_2738	core
MTBC_2739	core
MTBC_2740	core
MTBC_2741	core
MTBC_2742	accessory
MTBC_2743	accessory
MTBC_2744	core
MTBC_2745	core
MTBC_2746	core
MTBC_2747	core
MTBC_2748	accessory
MTBC_2749	core
MTBC_2750	core
MTBC_2751	core
MTBC_2752	accessory
MTBC_2753	core
MTBC_2754	accessory
MTBC_2755	core
MTBC_2756	core
MTBC_2757	core
MTBC_2758	core
MTBC_2759	accessory
MTBC_2760	core
MTBC_2761	core
MTBC_2762	core
MTBC_2763	core
MTBC_2764	core
MTBC_2765	core
MTBC_2766	core
MTBC_2767	core
MTBC_2768	core
MTBC_2769	core
